,,0
"אבחנה-Histological diagnosis_""INTRADUCTAL PAPILLOMATOSIS, NOS""",אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,-0.0013775619969689642
אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,"אבחנה-Histological diagnosis_""INTRADUCTAL PAPILLOMATOSIS, NOS""",-0.0013775619969689642
 Hospital_85.0,UNILATERAL SIMPLE MASTECTOMY,-0.0013774864651168073
UNILATERAL SIMPLE MASTECTOMY, Hospital_85.0,-0.0013774864651168073
 Hospital_85.0,SUBTOTAL MASTECTOMY.1,-0.0013774864651167878
SUBTOTAL MASTECTOMY.1, Hospital_85.0,-0.0013774864651167878
 Hospital_85.0,"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""",-0.0013774864651167793
"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""", Hospital_85.0,-0.0013774864651167793
BILATERAL SIMPLE MASTECTOMY,BILATERAL RADICAL MASTECTOMY,-0.0013752212725471555
BILATERAL RADICAL MASTECTOMY,BILATERAL SIMPLE MASTECTOMY,-0.0013752212725471555
User Name,SUBTOTAL MASTECTOMY,-0.0013720549151004541
SUBTOTAL MASTECTOMY,User Name,-0.0013720549151004541
MASTECTOMY.2,כירורגיה-שד מסטקטומי,-0.001370493168943675
כירורגיה-שד מסטקטומי,MASTECTOMY.2,-0.001370493168943675
אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA,כירורגיה-שד מסטקטומי,-0.0013704931689436698
כירורגיה-שד מסטקטומי,אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA,-0.0013704931689436698
אבחנה-Histological diagnosis_COMEDOCARCINOMA,כירורגיה-שד מסטקטומי,-0.0013704931689436665
כירורגיה-שד מסטקטומי,אבחנה-Histological diagnosis_COMEDOCARCINOMA,-0.0013704931689436665
כירורגיה-שד מסטקטומי,EXCISION OF ECTOPIC BREAST TISSUE,-0.0013704931689436555
EXCISION OF ECTOPIC BREAST TISSUE,כירורגיה-שד מסטקטומי,-0.0013704931689436555
TX,אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,-0.0013701254821170035
אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,TX,-0.0013701254821170035
UNILATERAL SIMPLE MASTECTOMY,T4,-0.0013701009777495126
T4,UNILATERAL SIMPLE MASTECTOMY,-0.0013701009777495126
T4,"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""",-0.001370100977749512
"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""",T4,-0.001370100977749512
T4,SUBTOTAL MASTECTOMY.1,-0.0013701009777494823
SUBTOTAL MASTECTOMY.1,T4,-0.0013701009777494823
BILATERAL RADICAL MASTECTOMY,כירור-הוצאת בלוטות לימפה,-0.0013685143012039764
כירור-הוצאת בלוטות לימפה,BILATERAL RADICAL MASTECTOMY,-0.0013685143012039764
TIS,אבחנה-Tumor depth,-0.00136622535960097
אבחנה-Tumor depth,TIS,-0.00136622535960097
אבחנה-Tumor width,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,-0.001364084547638106
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,אבחנה-Tumor width,-0.001364084547638106
אבחנה-Age,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0013634844496577439
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,אבחנה-Age,-0.0013634844496577439
T0,"אבחנה-Histological diagnosis_""CARCINOMA, NOS""",-0.0013627817841655114
"אבחנה-Histological diagnosis_""CARCINOMA, NOS""",T0,-0.0013627817841655114
MASTECTOMY + SENTINEL NODE BIOPSY.1,LUMPECTOMY + SENTINEL NODE BIOPSY.1,-0.0013588998050174418
LUMPECTOMY + SENTINEL NODE BIOPSY.1,MASTECTOMY + SENTINEL NODE BIOPSY.1,-0.0013588998050174418
AXILLARY LYMPH NODE DISSECTION.2,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.001357046548000842
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,AXILLARY LYMPH NODE DISSECTION.2,-0.001357046548000842
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,OPEN BIOPSY OF BREAST.1,-0.0013570465480008417
OPEN BIOPSY OF BREAST.1,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0013570465480008417
MASTECTOMY + SENTINEL NODE BIOPSY,SUBTOTAL MASTECTOMY.1,-0.001355216170832459
SUBTOTAL MASTECTOMY.1,MASTECTOMY + SENTINEL NODE BIOPSY,-0.001355216170832459
MASTECTOMY + SENTINEL NODE BIOPSY,UNILATERAL SIMPLE MASTECTOMY,-0.0013552161708324582
UNILATERAL SIMPLE MASTECTOMY,MASTECTOMY + SENTINEL NODE BIOPSY,-0.0013552161708324582
"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""",MASTECTOMY + SENTINEL NODE BIOPSY,-0.0013552161708324522
MASTECTOMY + SENTINEL NODE BIOPSY,"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""",-0.0013552161708324522
אבחנה-Histological diagnosis_PAPILLARY CARCINOMA,אבחנה-Ivi -Lymphovascular invasion,-0.0013480841634517882
אבחנה-Ivi -Lymphovascular invasion,אבחנה-Histological diagnosis_PAPILLARY CARCINOMA,-0.0013480841634517882
שד-כריתה בגישה זעירה דרך העטרה,OTHER LOBECTOMY OF LUNG,-0.0013474579641916153
OTHER LOBECTOMY OF LUNG,שד-כריתה בגישה זעירה דרך העטרה,-0.0013474579641916153
אנמנזה רפואית המטו-אונקולוגית,שד-כריתה בגישה זעירה דרך העטרה,-0.0013474579641916092
שד-כריתה בגישה זעירה דרך העטרה,אנמנזה רפואית המטו-אונקולוגית,-0.0013474579641916092
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,SUBTOTAL MASTECTOMY,-0.0013440030819164511
SUBTOTAL MASTECTOMY,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.0013440030819164511
כיר-שד-הוצ.בלוטות בית שח,BILATERAL EXTENDED RADICAL MASTECTOMY,-0.0013429578495292556
BILATERAL EXTENDED RADICAL MASTECTOMY,כיר-שד-הוצ.בלוטות בית שח,-0.0013429578495292556
AXILLARY LYMPH NODE DISSECTION.1,MASTECTOMY.1,-0.0013387060700476398
MASTECTOMY.1,AXILLARY LYMPH NODE DISSECTION.1,-0.0013387060700476398
AXILLARY LYMPH NODE DISSECTION.2,TX,-0.0013386096266080666
TX,AXILLARY LYMPH NODE DISSECTION.2,-0.0013386096266080666
OPEN BIOPSY OF BREAST.1,TX,-0.0013386096266080644
TX,OPEN BIOPSY OF BREAST.1,-0.0013386096266080644
ביקור במרפאה קרינה,SIMPLE EXCISION OF AXILLARY LYMPH NODE,-0.0013377891277914556
SIMPLE EXCISION OF AXILLARY LYMPH NODE,ביקור במרפאה קרינה,-0.0013377891277914556
ביקור במרפאה קרינה,"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",-0.0013377891277914545
"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",ביקור במרפאה קרינה,-0.0013377891277914545
ביקור במרפאה קרינה,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLOMA,-0.0013377891277914543
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLOMA,ביקור במרפאה קרינה,-0.0013377891277914543
RADICAL MODIFIED MASTECTOMY,MASTECTOMY.2,-0.0013367258720981621
MASTECTOMY.2,RADICAL MODIFIED MASTECTOMY,-0.0013367258720981621
RADICAL MODIFIED MASTECTOMY,אבחנה-Histological diagnosis_COMEDOCARCINOMA,-0.001336725872098154
אבחנה-Histological diagnosis_COMEDOCARCINOMA,RADICAL MODIFIED MASTECTOMY,-0.001336725872098154
RADICAL MODIFIED MASTECTOMY,EXCISION OF ECTOPIC BREAST TISSUE,-0.0013367258720981539
EXCISION OF ECTOPIC BREAST TISSUE,RADICAL MODIFIED MASTECTOMY,-0.0013367258720981539
אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA,RADICAL MODIFIED MASTECTOMY,-0.0013367258720981465
RADICAL MODIFIED MASTECTOMY,אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA,-0.0013367258720981465
"אבחנה-Histological diagnosis_""CARCINOMA, NOS""",LUMPECTOMY + SENTINEL NODE BIOPSY.1,-0.001334398654838676
LUMPECTOMY + SENTINEL NODE BIOPSY.1,"אבחנה-Histological diagnosis_""CARCINOMA, NOS""",-0.001334398654838676
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,MASTECTOMY + SENTINEL NODE BIOPSY.1,-0.001324390967838772
MASTECTOMY + SENTINEL NODE BIOPSY.1,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,-0.001324390967838772
QUADRANTECTOMY.1,OPEN BIOPSY OF BREAST,-0.0013220784440892445
OPEN BIOPSY OF BREAST,QUADRANTECTOMY.1,-0.0013220784440892445
אבחנה-Histological diagnosis_ADENOMA OF NIPPLE,OPEN BIOPSY OF BREAST,-0.0013220784440892432
OPEN BIOPSY OF BREAST,אבחנה-Histological diagnosis_ADENOMA OF NIPPLE,-0.0013220784440892432
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",-0.0013196465546653473
"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,-0.0013196465546653473
ביקור במרפאה המטו-אונקולוגית,AXILLARY LYMPH NODE DISSECTION.1,-0.0013188436768533766
AXILLARY LYMPH NODE DISSECTION.1,ביקור במרפאה המטו-אונקולוגית,-0.0013188436768533766
אבחנה-Histological diagnosis_ADENOCARCINOMA,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.0013148684342423492
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,אבחנה-Histological diagnosis_ADENOCARCINOMA,-0.0013148684342423492
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,-0.0013148684342423492
אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.0013148684342423492
"אבחנה-Histological diagnosis_""ADENOID CYSTIC CA,ADENOCYSTIC CA""",אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.0013148684342423483
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,"אבחנה-Histological diagnosis_""ADENOID CYSTIC CA,ADENOCYSTIC CA""",-0.0013148684342423483
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,-0.001314868434242348
MASTECTOMY + SENTINEL NODE BIOPSY.2,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.001314868434242348
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,MASTECTOMY + SENTINEL NODE BIOPSY.2,-0.001314868434242348
אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.001314868434242348
RADICAL EXCISION OF AXILLARY LYMPH NODES,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.0013148684342423461
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,RADICAL EXCISION OF AXILLARY LYMPH NODES,-0.0013148684342423461
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,-0.001314868434242346
אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.001314868434242346
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,SOLITARY LYMPH NODE BIOPSY.1,-0.001314868434242346
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,-0.001314868434242346
אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.001314868434242346
SOLITARY LYMPH NODE BIOPSY.1,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.001314868434242346
"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.001314868434242344
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",-0.001314868434242344
LUMPECTOMY + AXILLARY DISSECTION,אבחנה-Histological diagnosis_ADENOCARCINOMA,-0.0013125505035280255
אבחנה-Histological diagnosis_ADENOCARCINOMA,LUMPECTOMY + AXILLARY DISSECTION,-0.0013125505035280255
"אבחנה-Histological diagnosis_""ADENOID CYSTIC CA,ADENOCYSTIC CA""",LUMPECTOMY + AXILLARY DISSECTION,-0.0013125505035280246
LUMPECTOMY + AXILLARY DISSECTION,"אבחנה-Histological diagnosis_""ADENOID CYSTIC CA,ADENOCYSTIC CA""",-0.0013125505035280246
אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,LUMPECTOMY + AXILLARY DISSECTION,-0.0013125505035280244
LUMPECTOMY + AXILLARY DISSECTION,אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,-0.0013125505035280244
אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,LUMPECTOMY + AXILLARY DISSECTION,-0.0013125505035280242
LUMPECTOMY + AXILLARY DISSECTION,אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,-0.0013125505035280242
MASTECTOMY + SENTINEL NODE BIOPSY.2,LUMPECTOMY + AXILLARY DISSECTION,-0.0013125505035280237
LUMPECTOMY + AXILLARY DISSECTION,MASTECTOMY + SENTINEL NODE BIOPSY.2,-0.0013125505035280237
RADICAL EXCISION OF AXILLARY LYMPH NODES,LUMPECTOMY + AXILLARY DISSECTION,-0.0013125505035280224
LUMPECTOMY + AXILLARY DISSECTION,אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,-0.0013125505035280224
אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,LUMPECTOMY + AXILLARY DISSECTION,-0.0013125505035280224
LUMPECTOMY + AXILLARY DISSECTION,RADICAL EXCISION OF AXILLARY LYMPH NODES,-0.0013125505035280224
LUMPECTOMY + AXILLARY DISSECTION,SOLITARY LYMPH NODE BIOPSY.1,-0.0013125505035280214
LUMPECTOMY + AXILLARY DISSECTION,אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,-0.0013125505035280214
אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,LUMPECTOMY + AXILLARY DISSECTION,-0.0013125505035280214
SOLITARY LYMPH NODE BIOPSY.1,LUMPECTOMY + AXILLARY DISSECTION,-0.0013125505035280214
LUMPECTOMY + AXILLARY DISSECTION,"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",-0.0013125505035280205
"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",LUMPECTOMY + AXILLARY DISSECTION,-0.0013125505035280205
אבחנה-Histological diagnosis_ADENOMA OF NIPPLE,כירורגיה-שד מסטקטומי,-0.0013121330938264525
כירורגיה-שד מסטקטומי,אבחנה-Histological diagnosis_ADENOMA OF NIPPLE,-0.0013121330938264525
כירורגיה-שד מסטקטומי,QUADRANTECTOMY.1,-0.0013121330938264512
QUADRANTECTOMY.1,כירורגיה-שד מסטקטומי,-0.0013121330938264512
AXILLARY LYMPH NODE DISSECTION,אבחנה-Tumor width,-0.001305983215011418
אבחנה-Tumor width,AXILLARY LYMPH NODE DISSECTION,-0.001305983215011418
אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,אבחנה-Tumor width,-0.001305983215011414
אבחנה-Tumor width,אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,-0.001305983215011414
אבחנה-Histological diagnosis_APOCRINE ADENOCARCINOMA,כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),-0.001301866324948523
כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),אבחנה-Histological diagnosis_APOCRINE ADENOCARCINOMA,-0.001301866324948523
אבחנה-Basic stage_r - Reccurent,כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),-0.0013018663249485195
כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),אבחנה-Basic stage_r - Reccurent,-0.0013018663249485195
BILATERAL SALPINGO-OOPHORECTOMY,כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),-0.001301866324948517
כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),BILATERAL SALPINGO-OOPHORECTOMY,-0.001301866324948517
אבחנה-Histological diagnosis_PAPILLARY CARCINOMA,MASTECTOMY,-0.001300800145499392
MASTECTOMY,אבחנה-Histological diagnosis_PAPILLARY CARCINOMA,-0.001300800145499392
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,"אבחנה-Histological diagnosis_""CARCINOMA, NOS""",-0.0013005120167354134
"אבחנה-Histological diagnosis_""CARCINOMA, NOS""",אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,-0.0013005120167354134
אבחנה-Ivi -Lymphovascular invasion,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,-0.001299032328671588
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,אבחנה-Ivi -Lymphovascular invasion,-0.001299032328671588
AXILLARY LYMPH NODE DISSECTION.1,אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,-0.0012986793009189107
אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,AXILLARY LYMPH NODE DISSECTION.1,-0.0012986793009189107
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,MASTECTOMY + AXILLARY DISSECTION.1,-0.0012907807644091844
MASTECTOMY + AXILLARY DISSECTION.1,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0012907807644091844
אבחנה-Histological diagnosis_INTRACYSTIC CARCINOMA,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0012907807644091545
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,אבחנה-Histological diagnosis_INTRACYSTIC CARCINOMA,-0.0012907807644091545
אבחנה-KI67 protein,דיווח סיעודי,-0.001290540100878243
דיווח סיעודי,אבחנה-KI67 protein,-0.001290540100878243
"אבחנה-Histological diagnosis_""INTRADUCTAL PAPILLOMATOSIS, NOS""",AXILLARY LYMPH NODE DISSECTION.1,-0.0012884794470724014
AXILLARY LYMPH NODE DISSECTION.1,"אבחנה-Histological diagnosis_""INTRADUCTAL PAPILLOMATOSIS, NOS""",-0.0012884794470724014
UNILATERAL SIMPLE MASTECTOMY,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,-0.0012873468086549702
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,UNILATERAL SIMPLE MASTECTOMY,-0.0012873468086549702
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""",-0.0012873468086549635
"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""",אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,-0.0012873468086549635
SUBTOTAL MASTECTOMY.1,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,-0.0012873468086549548
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,SUBTOTAL MASTECTOMY.1,-0.0012873468086549548
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLOMA,אנמנזה רפואית,-0.0012827088967273283
אנמנזה רפואית,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLOMA,-0.0012827088967273283
אנמנזה רפואית,"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",-0.0012827088967273274
"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",אנמנזה רפואית,-0.0012827088967273274
אנמנזה רפואית,SIMPLE EXCISION OF AXILLARY LYMPH NODE,-0.0012827088967273272
SIMPLE EXCISION OF AXILLARY LYMPH NODE,אנמנזה רפואית,-0.0012827088967273272
אבחנה-Histological diagnosis_ADENOMA OF NIPPLE,RADICAL MODIFIED MASTECTOMY,-0.0012798037187634677
RADICAL MODIFIED MASTECTOMY,אבחנה-Histological diagnosis_ADENOMA OF NIPPLE,-0.0012798037187634677
QUADRANTECTOMY.1,RADICAL MODIFIED MASTECTOMY,-0.0012798037187634608
RADICAL MODIFIED MASTECTOMY,QUADRANTECTOMY.1,-0.0012798037187634608
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,אבחנה-Histological diagnosis_MUCIN PRODUCING ADENOCARCINOMA,-0.0012796862904116426
אבחנה-Histological diagnosis_MUCIN PRODUCING ADENOCARCINOMA,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,-0.0012796862904116426
אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,-0.0012796862904116387
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,-0.0012796862904116387
אבחנה-Tumor width,OPEN BIOPSY OF BREAST.1,-0.0012759427706589607
OPEN BIOPSY OF BREAST.1,אבחנה-Tumor width,-0.0012759427706589607
אבחנה-Tumor width,AXILLARY LYMPH NODE DISSECTION.2,-0.0012759427706589598
AXILLARY LYMPH NODE DISSECTION.2,אבחנה-Tumor width,-0.0012759427706589598
כיר-שד-הוצ.בלוטות בית שח,אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,-0.0012740278781918806
אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,כיר-שד-הוצ.בלוטות בית שח,-0.0012740278781918806
כיר-שד-הוצ.בלוטות בית שח,SOLITARY LYMPH NODE BIOPSY,-0.0012740278781918726
SOLITARY LYMPH NODE BIOPSY,כיר-שד-הוצ.בלוטות בית שח,-0.0012740278781918726
BILATERAL SIMPLE MASTECTOMY.1,כיר-שד-הוצ.בלוטות בית שח,-0.0012740278781918721
כיר-שד-הוצ.בלוטות בית שח,BILATERAL SIMPLE MASTECTOMY.1,-0.0012740278781918721
BILATERAL RADICAL MASTECTOMY,כירורגיה-שד למפקטומי,-0.001273684104403294
כירורגיה-שד למפקטומי,BILATERAL RADICAL MASTECTOMY,-0.001273684104403294
TX,אבחנה-Histological diagnosis_INTRACYSTIC CARCINOMA,-0.0012732441342001568
אבחנה-Histological diagnosis_INTRACYSTIC CARCINOMA,TX,-0.0012732441342001568
MASTECTOMY + AXILLARY DISSECTION.1,TX,-0.0012732441342001317
TX,MASTECTOMY + AXILLARY DISSECTION.1,-0.0012732441342001317
MASTECTOMY.1,כיר-לאפ-הוצ טבעת/שנוי מי,-0.0012648760289746068
כיר-לאפ-הוצ טבעת/שנוי מי,MASTECTOMY.1,-0.0012648760289746068
"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,-0.0012634379981246043
אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",-0.0012634379981246043
AXILLARY LYMPH NODE DISSECTION,"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",-0.0012634379981246039
"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",AXILLARY LYMPH NODE DISSECTION,-0.0012634379981246039
MASTECTOMY + AXILLARY DISSECTION,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,-0.0012632055187677843
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,MASTECTOMY + AXILLARY DISSECTION,-0.0012632055187677843
MASTECTOMY + AXILLARY DISSECTION,SUBTOTAL MASTECTOMY,-0.0012632055187677621
SUBTOTAL MASTECTOMY,MASTECTOMY + AXILLARY DISSECTION,-0.0012632055187677621
LUMPECTOMY + SENTINEL NODE BIOPSY.1,ביקור במרפאה,-0.0012628668399235854
ביקור במרפאה,LUMPECTOMY + SENTINEL NODE BIOPSY.1,-0.0012628668399235854
BILATERAL EXTENDED RADICAL MASTECTOMY,OPEN BIOPSY OF BREAST,-0.001260538678699518
OPEN BIOPSY OF BREAST,BILATERAL EXTENDED RADICAL MASTECTOMY,-0.001260538678699518
LUMPECTOMY + SENTINEL NODE BIOPSY.1,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,-0.0012580422109012815
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,LUMPECTOMY + SENTINEL NODE BIOPSY.1,-0.0012580422109012815
 Hospital_85.0,SUBTOTAL MASTECTOMY,-0.0012574537264510546
SUBTOTAL MASTECTOMY, Hospital_85.0,-0.0012574537264510546
 Hospital_85.0,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,-0.001257453726451031
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2, Hospital_85.0,-0.001257453726451031
אומדן סימפטומים ודיווח סיעודי,BILATERAL SIMPLE MASTECTOMY.1,-0.0012564820062401824
BILATERAL SIMPLE MASTECTOMY.1,אומדן סימפטומים ודיווח סיעודי,-0.0012564820062401824
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,QUADRANTECTOMY,-0.0012563401251672436
QUADRANTECTOMY,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0012563401251672436
MASTECTOMY,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,-0.00125346880258402
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,MASTECTOMY,-0.00125346880258402
כירורגיה-שד מסטקטומי,BILATERAL EXTENDED RADICAL MASTECTOMY,-0.001251056262027853
BILATERAL EXTENDED RADICAL MASTECTOMY,כירורגיה-שד מסטקטומי,-0.001251056262027853
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,T4,-0.0012507118027756839
T4,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,-0.0012507118027756839
T4,SUBTOTAL MASTECTOMY,-0.001250711802775648
SUBTOTAL MASTECTOMY,T4,-0.001250711802775648
MF,BILATERAL EXTENDED SIMPLE MASTECTOMY,-0.0012496131826585464
BILATERAL EXTENDED SIMPLE MASTECTOMY,MF,-0.0012496131826585464
אנמנזה סיעודית,BILATERAL EXTENDED SIMPLE MASTECTOMY,-0.0012486488788487774
BILATERAL EXTENDED SIMPLE MASTECTOMY,אנמנזה סיעודית,-0.0012486488788487774
MASTECTOMY.2,אבחנה-Ivi -Lymphovascular invasion,-0.001248056368010469
אבחנה-Ivi -Lymphovascular invasion,MASTECTOMY.2,-0.001248056368010469
אבחנה-Ivi -Lymphovascular invasion,EXCISION OF ECTOPIC BREAST TISSUE,-0.0012480563680104678
